coarse_agg_weight,fine_agg_weight,current_weight,fly_ash_weight,AEA_dose,type_awra_dose,W/(C+P),design_strength,actual_strength,poor_strength,overdesign
17550,11725,5265,1320,0.46,4.98,0.36,4500,5280,no,1.173333333
17600,11675,5260,1315,0.58,4.99,0.35,4500,5280,no,1.173333333
17700,12000,5270,1315,0.52,5.04,0.36,4500,4770,no,1.06
10625,7100,3155,790,0.39,4.97,0.37,4500,5880,no,1.306666667
17550,11825,5280,1315,0.43,4.97,0.36,4500,5870,no,1.304444444
17525,11850,5255,1320,0.44,5.05,0.38,4500,5080,no,1.128888889
17550,11800,5260,1315,0.43,4.99,0.36,4500,5220,no,1.16
17550,11725,5255,1320,0.4,4.99,0.36,4500,5080,no,1.128888889
17575,11775,5255,1315,0.3,4.99,0.36,4500,7060,no,1.568888889
17600,11550,5255,1320,0.38,4.93,0.33,4500,5410,no,1.202222222
17575,11575,5260,1315,0.27,4.99,0.35,4500,5730,no,1.273333333
17575,11575,5255,1320,0.38,4.99,0.35,4500,5950,no,1.322222222
17575,11625,5255,1315,0.46,4.99,0.34,4500,5380,no,1.195555556
17550,11775,5265,1315,0.46,4.98,0.35,4500,5740,no,1.275555556
17575,11725,5255,1315,0.44,4.99,0.35,4500,5450,no,1.211111111
17625,11850,5280,1315,0.43,4.97,0.35,4500,6390,no,1.42
17600,11925,5255,1315,0.34,4.99,0.36,4500,5110,no,1.135555556
17525,11950,5255,1315,0.47,5.05,0.37,4500,5940,no,1.32
17575,11900,5255,1315,0.38,4.93,0.36,4500,6430,no,1.428888889
19300,12950,5785,1450,0.42,4.98,0.36,4500,5230,no,1.162222222
19325,12975,5790,1455,0.58,4.97,0.37,4500,5920,no,1.315555556
19250,12875,5785,1450,0.5,4.98,0.36,4500,6060,no,1.346666667
19250,13100,5795,1455,0.55,4.97,0.35,4500,4830,no,1.073333333
19325,12775,5830,1455,0.59,4.94,0.37,4500,5370,no,1.193333333
17550,11725,5255,1315,0.5,4.99,0.37,4500,4900,no,1.088888889
17475,11750,5255,1320,1.45,4.99,0.36,4500,5580,no,1.24
17600,11925,5300,1315,2.41,5.02,0.35,4500,5480,no,1.217777778
17575,11725,5255,1315,0.96,4.99,0.37,4500,5050,no,1.122222222
17550,11825,5255,1340,2.43,4.97,0.35,4500,4940,no,1.097777778
17550,11800,5260,0,2.79,6.24,0.46,4500,5310,no,1.18
17525,11825,5285,1320,1.93,4.91,0.36,4500,5370,no,1.193333333
17500,11875,5260,1320,0.47,4.98,0.38,4500,6430,no,1.428888889
19250,12925,5785,1455,0.55,4.97,0.38,4500,5180,no,1.151111111
19350,12950,5785,1450,0.52,4.98,0.38,4500,5030,no,1.117777778
19275,12675,5785,1450,0.51,5.03,0.38,4500,5320,no,1.182222222
18400,12300,5520,1385,0.51,4.98,0.34,4500,6410,no,1.424444444
19275,13325,5785,1455,0.52,5.03,0.36,4500,6070,no,1.348888889
17475,11675,5255,1315,0.64,4.99,0.35,4500,6330,no,1.406666667
11450,7675,3415,860,0.64,4.96,0.36,4500,5790,no,1.286666667
12275,8300,3685,930,0.61,5.03,0.37,4500,4880,no,1.084444444
10600,7050,3160,815,0.64,4.93,0.35,4500,5050,no,1.122222222
10600,7075,3155,795,0.69,4.96,0.36,4500,6330,no,1.406666667
17475,11825,5260,1315,0.68,4.99,0.39,4500,6620,no,1.471111111
10575,7025,3155,790,0.71,5.07,0.38,4500,5880,no,1.306666667
19250,12950,5795,1450,0.72,5.02,0.37,4500,6660,no,1.48
10550,7100,3155,790,0.69,5.07,0.37,4500,4870,no,1.082222222
19275,12825,5820,1450,0.68,4.95,0.37,4500,5550,no,1.233333333
17475,11800,5255,1320,0.69,4.99,0.38,4500,5500,no,1.222222222
17550,11750,5255,1315,0.64,4.99,0.38,4500,5550,no,1.233333333
12325,8150,3720,925,0.61,4.99,0.36,4500,5090,no,1.131111111
17500,11775,5295,1315,0.53,4.96,0.38,4500,4880,no,1.084444444
8750,5900,2630,660,0.56,4.98,0.38,4500,6060,no,1.346666667
8750,5950,2630,660,0.56,4.98,0.38,4500,5890,no,1.308888889
17500,11900,5255,1315,0.56,4.99,0.39,4500,5340,no,1.186666667
19225,13025,5785,1450,0.6,5.03,0.39,4500,5410,no,1.202222222
19250,12950,5790,1455,0.6,4.97,0.37,4500,4710,no,1.046666667
5275,3550,1575,400,0.64,5.06,0.38,4500,5690,no,1.264444444
19250,12875,5790,1450,0.56,4.97,0.38,4500,5030,no,1.117777778
13975,9425,4205,1060,0.53,4.94,0.4,4500,6250,no,1.388888889
17575,11775,5255,1330,0.53,4.98,0.4,4500,5970,no,1.326666667
19250,12900,5785,1450,0.56,5.03,0.38,4500,5380,no,1.195555556
15750,10625,4730,1185,0.56,5,0.39,4500,5290,no,1.175555556
19275,12825,5875,1455,0.64,4.91,0.38,4500,4820,no,1.071111111
17475,11650,5290,1320,0.68,4.96,0.35,4500,5070,no,1.126666667
19250,13000,5790,1460,0.63,4.97,0.38,4500,5130,no,1.14
17500,11850,5260,1315,0.59,4.99,0.36,4500,5400,no,1.2
17500,11800,5255,1315,0.64,4.99,0.37,4500,5130,no,1.14
17475,11700,5270,1320,0.62,4.98,0.36,4500,5570,no,1.237777778
17500,11850,5255,1315,0.64,4.99,0.38,4500,5080,no,1.128888889
17475,11825,5295,1315,0.68,4.96,0.36,4500,5130,no,1.14
19275,12925,5820,1455,0.6,4.95,0.38,4500,5050,no,1.122222222
19250,12900,5785,1455,0.6,4.97,0.37,4500,5730,no,1.273333333
17600,11675,5255,1320,0.63,4.99,0.36,4500,6180,no,1.373333333
17500,12125,5255,1315,0.64,4.99,0.34,4500,5670,no,1.26
1750,1169,526,132,0.76,5,0.42,4500,6570,no,1.46
19225,13225,5835,1455,0.67,4.94,0.35,4500,6600,no,1.466666667
19275,13275,5785,1455,0.68,4.97,0.36,4500,6350,no,1.411111111
19400,13325,5785,1450,0.66,5.03,0.36,4500,6580,no,1.462222222
14050,9625,4245,1055,0.66,4.98,0.34,4500,5410,no,1.202222222
12300,8450,3690,920,0.72,4.95,0.35,4500,5990,no,1.331111111
17575,12100,5260,1320,0.77,4.98,0.34,4500,4980,no,1.106666667
10625,7125,3155,790,0.71,4.97,0.31,4500,5810,no,1.291111111
10625,7200,3170,790,0.69,4.95,0.35,4500,6160,no,1.368888889
18450,12625,5540,1385,0.72,4.97,0.35,4500,5840,no,1.297777778
9225,6275,2760,695,0.7,4.98,0.32,4500,5900,no,1.311111111
9650,6625,2910,725,0.72,4.95,0.36,4500,5870,no,1.304444444
14150,9575,4205,1055,0.68,5.02,0.35,4500,6270,no,1.393333333
18425,12475,5535,1385,0.83,4.97,0.35,4500,6480,no,1.44
9625,6625,2890,725,0.78,4.98,0.35,4500,5360,no,1.191111111
14025,9650,4230,1060,0.75,4.99,0.36,4500,6410,no,1.424444444
8750,6075,2635,660,0.71,4.86,0.34,4500,4600,no,1.022222222
17650,12125,5275,1315,0.62,4.98,0.35,4500,5270,no,1.171111111
12400,8575,3685,925,0.57,4.95,0.36,4500,5740,no,1.275555556
17525,12425,5300,1320,0.73,4.95,0.38,4500,5410,no,1.202222222
17550,12275,5260,1320,0.68,4.98,0.36,4500,5440,no,1.208888889
17575,12250,5255,1315,0.64,4.99,0.36,4500,5310,no,1.18
17550,12050,5255,1315,0.77,4.99,0.34,4500,5930,no,1.317777778
17625,12050,5260,1315,0.63,4.99,0.35,4500,6220,no,1.382222222
9650,6625,2895,725,0.54,4.97,0.35,4500,4770,no,1.06
17550,12100,5255,1315,0.62,4.99,0.35,4500,5680,no,1.262222222
17500,12125,5255,1315,0.68,5.05,0.35,4500,4060,yes,0.902222222
17500,12025,5255,1315,0.68,4.99,0.35,4500,5350,no,1.188888889
17500,12050,5300,1320,0.67,5.02,0.35,4500,4970,no,1.104444444
17500,12400,5270,1320,0.69,4.98,0.34,4500,5200,no,1.155555556
17625,12100,5305,1320,0.75,4.95,0.35,4500,5050,no,1.122222222
17525,12200,5270,1315,0.77,4.98,0.34,4500,6460,no,1.435555556
10600,7225,3160,790,0.79,4.96,0.31,4500,5270,no,1.171111111
17600,12125,5260,1320,0.58,4.98,0.35,4500,5880,no,1.306666667
17525,12075,5255,1315,0.59,4.99,0.35,4500,6880,no,1.528888889
9625,6625,2910,730,0.83,4.95,0.3,4500,5230,no,1.162222222
17550,12025,5265,1315,0.53,4.98,0.33,4500,5200,no,1.155555556
11400,7875,3415,855,0.86,5.06,0.31,4500,4900,no,1.088888889
17550,12100,6210,1315,0.49,5,0.3,4500,5480,no,1.217777778
10550,7150,3155,790,1.01,4.97,0.3,4500,4980,no,1.106666667
10550,7175,3155,800,0.86,4.96,0.31,4500,5020,no,1.115555556
8750,6000,2625,655,0.86,5,0.3,4500,5380,no,1.195555556
17525,12075,5280,1320,0.68,4.97,0.34,4500,5950,no,1.322222222
17575,12025,5260,1315,0.72,4.99,0.34,4500,5630,no,1.251111111
17500,12000,5255,1325,0.75,4.98,0.34,4500,4700,no,1.044444444
8750,6100,2635,660,0.71,4.98,0.33,4500,5090,no,1.131111111
17550,12100,5285,1315,0.66,5.03,0.35,4500,5520,no,1.226666667
17500,12050,5265,1320,0.62,4.98,0.35,4500,5430,no,1.206666667
17575,12225,5285,1315,0.66,5.03,0.34,4500,6760,no,1.502222222
17460,11880,5280,1320,0.35,4,0.39,4500,5320,no,1.182222222
17460,11820,5260,1320,0.5,4.01,0.39,4500,4540,no,1.008888889
14120,9400,4200,1060,0.4,4.05,0.39,4500,5270,no,1.171111111
17500,11940,5275,1320,0.35,3.96,0.36,4500,5270,no,1.171111111
17480,11980,5260,1320,0.55,3.97,0.39,4500,5670,no,1.26
17460,11920,5250,1325,0.5,4.02,0.37,4500,6160,no,1.368888889
17460,12080,5270,1350,0.5,3.99,0.38,4500,5520,no,1.226666667
17460,11920,5250,1315,0.5,4.02,0.38,4500,5280,no,1.173333333
17460,12020,5275,1325,0.5,3.95,0.37,4500,4790,no,1.064444444
17520,12060,5270,1315,0.5,3.96,0.38,4500,4620,no,1.026666667
17460,12000,5275,1320,0.45,3.96,0.37,4500,5660,no,1.257777778
17480,11940,5270,1315,0.55,4.01,0.36,4500,5170,no,1.148888889
17460,11980,5250,1315,0.59,4.02,0.39,4500,5650,no,1.255555556
17420,11820,5285,1320,0.55,4,0.36,4500,5390,no,1.197777778
17440,11820,5255,1320,0.5,4.02,0.35,4500,5170,no,1.148888889
8700,5960,2625,660,0.52,4.02,0.36,4500,6150,no,1.366666667
12220,8380,3680,915,0.46,4.05,0.37,4500,4710,no,1.046666667
17720,11820,5265,1315,0.5,3.97,0.33,4500,5530,no,1.228888889
17700,11760,5260,1325,0.59,3.96,0.35,4500,5580,no,1.24
12340,8320,3665,960,0.5,3.96,0.36,4500,5840,no,1.297777778
10580,6940,3170,790,0.61,4.02,0.37,4500,5470,no,1.215555556
19440,12780,5800,1455,0.59,3.97,0.36,4500,5030,no,1.117777778
17700,11580,5255,1320,0.61,4.02,0.37,4500,5540,no,1.231111111
17700,11600,5250,1330,0.55,4.01,0.36,4500,4730,no,1.051111111
10580,6960,3155,795,0.51,4.03,0.36,4500,5800,no,1.288888889
5320,3480,1585,400,0.3,3.93,0.35,4500,5260,no,1.168888889
17680,11640,5255,1320,0.3,4.02,0.38,4500,5330,no,1.184444444
14120,9320,4210,1070,0.44,3.98,0.39,4500,4860,no,1.08
8800,5820,2625,655,0.37,4.02,0.38,4500,5460,no,1.213333333
17620,11660,5260,1325,0.3,4.01,0.38,4500,5430,no,1.206666667
17660,11740,5250,1310,0.3,3.98,0.38,4500,5830,no,1.295555556
17660,11740,5260,1355,0.3,3.99,0.37,4500,4890,no,1.086666667
17640,11680,5250,1315,0.46,3.98,0.39,4500,4690,no,1.042222222
17640,11720,5260,1325,0.44,3.96,0.39,4500,5630,no,1.251111111
17620,11680,5305,1320,0.5,3.98,0.39,4500,4760,no,1.057777778
17780,11620,5255,1330,0.44,4.01,0.38,4500,4950,no,1.1
17720,11740,5265,1315,0.49,4.01,0.39,4500,5680,no,1.262222222
17600,11760,5390,1315,0.49,3.94,0.38,4500,4670,no,1.037777778
17540,11760,5415,1320,0.43,3.88,0.38,4500,6120,no,1.36
17600,11780,5265,1315,0.4,4.01,0.39,4500,5380,no,1.195555556
10520,7060,3145,805,0.38,5.01,0.39,4500,5450,no,1.211111111
17720,11760,5285,1335,0.39,4.94,0.38,4500,4800,no,1.066666667
17540,11800,5275,1360,0.39,4.97,0.39,4500,4500,no,1
14040,9460,4235,1055,0.45,4.99,0.37,4500,5400,no,1.2
17680,11780,5235,1330,0.41,4.98,0.39,4500,4770,no,1.06
17560,11800,5255,1310,0.46,4.98,0.38,4500,5990,no,1.331111111
17560,11800,5380,1315,0.49,4.93,0.38,4500,5850,no,1.3
1750,1127,526,132,0.4,5,0.42,4500,5760,no,1.28
14080,9420,4230,1075,0.55,4.98,0.39,4500,4930,no,1.095555556
14880,10020,4455,1130,0.56,5,0.38,4500,7110,no,1.58
17560,11900,5245,1330,0.5,5.02,0.39,4500,5830,no,1.295555556
17560,11900,5255,1325,0.5,5.02,0.38,4500,4920,no,1.093333333
17560,11780,5270,1315,0.5,5.01,0.37,4500,5560,no,1.235555556
17560,11740,5260,1320,0.5,4.97,0.38,4500,5610,no,1.246666667
19340,12960,5775,1460,0.35,5.02,0.38,4500,5700,no,1.266666667
17560,11820,5255,1375,0.35,4.93,0.37,4500,5890,no,1.308888889
17560,11840,5250,1325,0.35,5.02,0.38,4500,5030,no,1.117777778
17560,11700,5330,1345,0.39,4.9,0.36,4500,5930,no,1.317777778
17560,11760,5275,1340,0.54,4.99,0.36,4500,5630,no,1.251111111
18440,12320,5545,1405,0.55,4.96,0.37,4500,5410,no,1.202222222
8860,5940,2620,655,0.49,5.04,0.4,4500,5370,no,1.193333333
8760,5860,2635,655,0.52,5.02,0.38,4500,5560,no,1.235555556
17600,11660,5540,1335,0.57,4.8,0.37,4500,5910,no,1.313333333
17600,11640,5290,1315,0.7,4.95,0.35,4500,5310,no,1.18
17540,11580,5345,1320,0.69,4.95,0.36,4500,5830,no,1.295555556
17620,11520,5265,1310,0.7,5.02,0.36,4500,4940,no,1.097777778
4380,2900,1350,460,0.55,4.64,0.35,4500,4750,no,1.055555556
17580,11700,5270,1310,0.61,5.02,0.39,4500,6080,no,1.351111111
8780,6060,2635,670,0.61,4.99,0.38,4500,4340,yes,0.964444444
7020,5000,2050,525,0.62,5.13,0.4,4500,5610,no,1.246666667
7460,5240,2340,565,0.59,4.75,0.37,4500,5040,no,1.12
3540,2400,1080,260,0.6,4.93,0.36,4500,4980,no,1.106666667
4380,3020,1320,485,0.44,4.65,0.35,4500,4670,no,1.037777778
17440,11620,5245,1320,0.61,3.93,0.39,4500,4910,no,1.091111111
17400,11700,5230,1330,0.59,3.98,0.4,4500,6090,no,1.353333333
18840,12420,5690,1425,0.46,3.92,0.4,4500,4600,no,1.022222222
17420,11580,5230,1310,0.37,4.08,0.39,4500,4840,no,1.075555556
15700,10500,4785,1185,0.42,3.97,0.38,4500,6000,no,1.333333333
17580,11620,5255,1325,0.5,4.01,0.41,4500,6090,no,1.353333333
9600,6400,2885,785,0.69,3.92,0.4,4500,6290,no,1.397777778
15760,10580,4705,1195,0.74,3.97,0.4,4500,5120,no,1.137777778
9620,6460,2905,720,0.78,4.06,0.41,4500,6140,no,1.364444444
8780,5840,2630,660,0.77,4.1,0.4,4500,5160,no,1.146666667
17560,11740,5300,1325,0.48,3.98,0.4,4500,5640,no,1.253333333
17520,11620,5380,1320,0.32,4.88,0.39,4500,6940,no,1.542222222
17520,11620,5380,1320,0.32,4.88,0.39,4500,6740,no,1.497777778
14620,9400,4200,1060,0.44,4.9,0.38,4500,6240,no,1.386666667
16780,11280,4985,1260,0.26,5,0.39,4500,6960,no,1.546666667
17680,11620,5240,1325,0.37,4.98,0.39,4500,4910,no,1.091111111
10540,7120,3155,805,0.51,4.92,0.38,4500,6140,no,1.364444444
17700,11740,5225,1320,0.43,5,0.38,4500,5130,no,1.14
9640,6440,2990,725,0.37,4.76,0.37,4500,5960,no,1.324444444
17640,11740,5230,1330,0.37,4.98,0.37,4500,6520,no,1.448888889
8760,5860,2625,675,0.41,4.91,0.39,4500,6170,no,1.371111111
17540,11680,5310,1345,0.5,4.91,0.37,4500,5820,no,1.293333333
17560,11640,5315,1325,0.51,4.92,0.37,4500,5360,no,1.191111111
9700,6360,3170,740,0.84,4.68,0.36,4500,5210,no,1.157777778
3480,2460,1050,260,0.59,5.04,0.42,4500,4870,no,1.082222222
17580,11580,5265,1325,0.59,4.96,0.38,4500,5280,no,1.173333333
13140,8720,3970,1020,0.6,4.93,0.38,4500,6510,no,1.446666667
6960,4620,2090,525,0.59,4.93,0.37,4500,5930,no,1.317777778
9620,6400,2970,720,0.58,4.8,0.38,4500,5530,no,1.228888889
11340,7940,3440,855,0.54,4.96,0.37,4500,5080,no,1.128888889
17500,11550,5240,1330,0.43,4.06,0.37,4500,4140,yes,0.92
17575,11550,5255,1325,0.49,4.04,0.37,4500,4720,no,1.048888889
17525,11600,5255,1305,0.47,4.05,0.37,4500,4880,no,1.084444444
17525,11625,5240,1330,0.4,4.06,0.36,4500,5950,no,1.322222222
14050,9350,4210,1070,0.32,4,0.36,4500,5880,no,1.306666667
10550,7100,3150,795,0.33,4.06,0.36,4500,6330,no,1.406666667
17575,11650,5270,1320,0.27,4.04,0.34,4500,5230,no,1.162222222
10550,6950,3140,790,0.36,4.05,0.33,4500,5540,no,1.231111111
17550,11600,5235,1330,0.37,4.07,0.34,4500,5250,no,1.166666667
13975,9450,4200,1070,0.28,4,0.33,4500,5570,no,1.237777778
17500,11925,5245,1325,0.3,4.06,0.36,4500,5440,no,1.208888889
17500,11725,5260,1315,0.3,4.05,0.36,4500,6310,no,1.402222222
17525,13450,5245,1350,0.3,4.02,0.37,4500,4850,no,1.077777778
17525,11675,5260,1335,0.3,4.05,0.36,4500,5290,no,1.175555556
17525,11600,5240,1310,0.37,4.06,0.36,4500,6030,no,1.34
17500,11675,5235,1320,0.31,4.07,0.36,4500,5370,no,1.193333333
17475,11700,5265,1325,0.33,4.04,0.36,4500,5670,no,1.26
8750,5850,2600,665,0.31,4.1,0.36,4500,5740,no,1.275555556
17550,11675,5235,1330,0.34,4.07,0.37,4500,5990,no,1.331111111
17575,11700,5275,1325,0.33,4.03,0.36,4500,5760,no,1.28
17475,11700,5270,1330,0.36,4.03,0.37,4500,5990,no,1.331111111
17550,11675,5270,1305,0.3,4.05,0.37,4500,5560,no,1.235555556
17525,11675,5255,1310,0.3,4.05,0.37,4500,5110,no,1.135555556
17575,11675,5245,1345,0.36,4.04,0.37,4500,5320,no,1.182222222
17450,11650,5255,1300,0.34,4.06,0.37,4500,5910,no,1.313333333
17525,11725,5255,1330,0.36,4.04,0.38,4500,5990,no,1.331111111
10750,6975,3160,785,0.33,4.03,0.37,4500,5330,no,1.184444444
17450,11700,5245,1325,0.33,4.05,0.38,4500,5400,no,1.2
8750,5825,2640,675,0.33,4.04,0.37,4500,4780,no,1.062222222
12225,8125,3665,935,0.39,4.04,0.37,4500,5110,no,1.135555556
17475,11700,5270,1305,0.37,4.05,0.37,4500,5100,no,1.133333333
2600,1750,775,210,0.41,3.96,0.33,4500,5680,no,1.262222222
17525,11750,5270,1295,0.37,4.05,0.38,4500,5590,no,1.242222222
17800,11775,5260,1325,0.36,4.04,0.38,4500,5180,no,1.151111111
17550,11700,5260,1335,0.45,4.03,0.38,4500,5410,no,1.202222222
17550,11725,5290,1345,0.45,4.01,0.38,4500,5290,no,1.175555556
17500,11750,5260,1315,0.46,4.03,0.39,4500,4720,no,1.048888889
13300,8800,3935,1025,0.44,4.01,0.38,4500,4710,no,1.046666667
17500,11725,5260,1330,0.36,4.04,0.38,4500,5190,no,1.153333333
17550,11675,5230,1315,0.28,4.06,0.38,4500,5610,no,1.246666667
17450,11675,5230,1345,0.4,4.05,0.38,4500,7170,no,1.593333333
17525,11650,5265,1330,0.3,4.03,0.38,4500,5110,no,1.135555556
1750,1127,526,132,0.46,4,0.42,4500,4270,yes,0.948888889
19200,13050,5775,1450,0.46,3.99,0.36,4500,5690,no,1.264444444
10925,7275,3285,820,0.44,3.95,0.37,4500,6040,no,1.342222222
12225,8100,3675,925,0.46,4,0.37,4500,6290,no,1.397777778
17500,11775,5245,1305,0.35,4.03,0.36,4500,5460,no,1.213333333
17475,11750,5275,1325,0.35,4,0.35,4500,5600,no,1.244444444
17500,11725,5255,1315,0.4,4.02,0.39,4500,6040,no,1.342222222
1750,1127,526,132,0.45,4,0.42,4500,5470,no,1.215555556
17525,11625,5265,1335,0.48,4,0.35,4500,4960,no,1.102222222
17425,11650,5260,1320,0.47,4.01,0.35,4500,5380,no,1.195555556
17425,11850,5250,1305,0.46,5.03,0.36,4500,5600,no,1.244444444
17525,11650,5250,1325,0.35,4.99,0.38,4500,5930,no,1.317777778
17500,11675,5250,1315,0.32,5,0.37,4500,5660,no,1.257777778
17450,11825,5280,1315,0.38,4.94,0.34,4500,5890,no,1.308888889
17600,11775,5270,1325,0.35,4.94,0.35,4500,5530,no,1.228888889
17550,11800,5260,1310,0.37,4.99,0.36,4500,5350,no,1.188888889
17475,11675,5250,1310,0.4,5.03,0.36,4500,5240,no,1.164444444
17500,11675,5255,1300,0.41,5.03,0.32,4500,5330,no,1.184444444
17500,11750,5255,1315,0.32,4.96,0.35,4500,5200,no,1.155555556
17450,11750,5250,1320,0.37,5.02,0.35,4500,5930,no,1.317777778
17450,11700,5245,1310,0.34,5.03,0.36,4500,5600,no,1.244444444
17450,11825,5250,1315,0.32,5.03,0.37,4500,5950,no,1.322222222
17025,12025,5125,1295,0.3,4.98,0.33,4500,5370,no,1.193333333
13875,9325,4190,1075,0.4,5.01,0.34,4500,6740,no,1.497777778
17450,11750,5260,1310,0.49,4.96,0.37,4500,5340,no,1.186666667
8775,5875,2665,665,0.54,4.92,0.36,4500,5990,no,1.331111111
17775,11725,5265,1310,0.5,4.96,0.4,4500,6080,no,1.351111111
4475,2925,1295,355,0.55,4.85,0.36,4500,5550,no,1.233333333
10525,7125,3155,780,0.48,4.93,0.4,4500,4960,no,1.102222222
17625,11600,5250,1330,0.55,5.02,0.4,4500,5710,no,1.268888889
11825,8200,3540,880,0.43,4.98,0.36,4500,5600,no,1.244444444
16700,11600,4975,1245,0.45,5.02,0.36,4500,5540,no,1.231111111
12725,8975,3815,970,0.42,4.93,0.36,4500,6080,no,1.351111111
10525,7300,3165,790,0.43,5.01,0.34,4500,5240,no,1.164444444
15375,10725,4600,1145,0.4,5.01,0.35,4500,5240,no,1.164444444
8800,6100,2640,655,0.33,5.04,0.33,4500,4060,yes,0.902222222
18475,12850,5535,1395,0.39,4.99,0.31,4500,6140,no,1.364444444
15850,11225,4730,1200,0.44,4.99,0.35,4500,7050,no,1.566666667
19300,13350,5775,1440,0.36,5.02,0.35,4500,6580,no,1.462222222
3500,2525,1040,255,0.46,5.1,0.34,4500,5130,no,1.14
14100,9550,4190,1060,0.46,4.99,0.36,4500,4660,no,1.035555556
10550,7375,3160,805,0.55,5.04,0.37,4500,6040,no,1.342222222
17600,12225,5235,1305,0.44,5.02,0.36,4500,5260,no,1.168888889
17575,12300,5260,1335,0.45,4.94,0.37,4500,6160,no,1.368888889
9700,6625,2895,730,0.55,4.97,0.39,4500,7150,no,1.588888889
17575,12000,5245,1315,0.64,5,0.36,4500,5960,no,1.324444444
7150,4775,2100,550,0.42,4.98,0.38,4500,5360,no,1.191111111
11450,7875,3430,870,0.44,4.98,0.38,4500,5350,no,1.188888889
17675,12125,5235,1320,0.43,5,0.37,4500,5570,no,1.237777778
17525,12075,5255,1325,0.38,4.95,0.33,4500,6290,no,1.397777778
17400,11900,5270,1300,0.49,4.02,0.42,4500,4430,yes,0.984444444
17640,11820,5265,1310,0.5,3.98,0.4,4500,4540,no,1.008888889
17500,11840,5310,1300,0.41,3.96,0.4,4500,5260,no,1.168888889
17480,11880,5225,1320,0.49,4.03,0.41,4500,4610,no,1.024444444
12320,8280,3655,930,0.44,4.01,0.42,4500,4760,no,1.057777778
17560,11920,5295,1295,0.39,3.98,0.42,4500,4470,yes,0.993333333
17420,11900,5245,1305,0.49,4.03,0.42,4500,4800,no,1.066666667
17360,11960,5290,1295,0.44,3.98,0.42,4500,5460,no,1.213333333
17580,12080,5260,1295,0.46,4,0.42,4500,5390,no,1.197777778
17580,11900,5265,1295,0.44,4.02,0.42,4500,6720,no,1.493333333
17420,11940,5270,1295,0.47,4.02,0.42,4500,4870,no,1.082222222
8780,5920,2605,675,0.55,3.96,0.42,4500,5900,no,1.311111111
17340,11860,5235,1320,0.52,4.03,0.42,4500,5270,no,1.171111111
17360,11900,5230,1320,0.55,4,0.42,4500,4720,no,1.048888889
17500,11840,5275,1325,0.38,4,0.42,4500,4760,no,1.057777778
17440,11740,5235,1315,0.38,4,0.4,4500,6520,no,1.448888889
17420,11880,5270,1305,0.44,4.02,0.4,4500,4580,no,1.017777778
14100,9380,4135,1045,0.56,4.09,0.41,4500,5310,no,1.18
14020,9460,4170,1035,0.83,4.03,0.41,4500,5060,no,1.124444444
12240,8180,3660,905,0.81,4.03,0.4,4500,4170,yes,0.926666667
13940,9380,4225,1060,0.87,3.97,0.4,4500,4860,no,1.08
17400,11740,5245,1320,0.88,3.99,0.4,4500,5130,no,1.14
13960,9800,4220,1055,0.95,3.98,0.4,4500,6820,no,1.515555556
14020,9640,4230,1045,0.99,3.98,0.4,4500,6120,no,1.36
10500,7040,3165,770,0.84,3.96,0.4,4500,5330,no,1.184444444
12160,8180,3675,920,0.87,4,0.42,4500,4350,yes,0.966666667
13940,9360,4185,1040,0.84,4.02,0.41,4500,5290,no,1.175555556
13880,9500,4280,1045,0.75,3.94,0.37,4500,7100,no,1.577777778
13900,9780,4205,1035,0.8,4.01,0.41,4500,6030,no,1.34
17520,11760,5290,1305,0.74,3.97,0.39,4500,6390,no,1.42
8740,6020,2625,675,0.7,4,0.4,4500,6720,no,1.493333333
17540,11880,5270,1320,0.79,3.98,0.42,4500,5000,no,1.111111111
17520,11700,5240,1310,0.81,4.03,0.4,4500,6030,no,1.34
14180,9360,4170,1055,0.75,4.06,0.4,4500,5870,no,1.304444444
17580,11820,5265,1300,0.81,3.99,0.4,4500,6520,no,1.448888889
11320,7620,3385,865,0.54,4,0.42,4500,5550,no,1.233333333
17420,12100,5260,1395,0.39,3.94,0.41,4500,5510,no,1.224444444
17640,11740,5230,1315,0.69,4,0.4,4500,5840,no,1.297777778
17480,11600,5265,1315,0.49,4.01,0.4,4500,6000,no,1.333333333
15740,10460,4770,1185,0.49,4,0.4,4500,6130,no,1.362222222
8720,5840,2645,680,0.54,3.91,0.39,4500,5230,no,1.162222222
17520,11720,5235,1335,0.55,4.02,0.36,4500,4880,no,1.084444444
8860,5860,2625,665,0.49,4.01,0.37,4500,5640,no,1.253333333
12380,8200,3665,950,0.48,3.99,0.4,4500,5460,no,1.213333333
14940,9760,4465,1115,0.56,4.01,0.39,4500,5460,no,1.213333333
8760,5800,2615,660,0.49,4.03,0.4,4500,5760,no,1.28
17720,11680,5225,1305,0.6,4.01,0.37,4500,4340,yes,0.964444444
17640,11840,5235,1345,0.5,4.01,0.4,4500,4950,no,1.1
17500,11680,5285,1315,0.64,3.97,0.39,4500,5490,no,1.22
16620,10860,5000,1270,0.69,3.96,0.39,4500,4450,yes,0.988888889
14860,10140,4485,1130,0.69,3.99,0.38,4500,5200,no,1.155555556
17560,11640,5230,1325,0.66,4,0.39,4500,5480,no,1.217777778
17420,11600,5245,1310,0.7,3.94,0.39,4500,5620,no,1.248888889
17620,11580,5245,1330,0.64,4.02,0.38,4500,4900,no,1.088888889
