coarse_agg_weight,fine_agg_weight,current_weight,fly_ash_weight,AEA_dose,type_awra_dose,W/(C+P),design_strength,actual_strength,poor_strength,overdesign
15900,15630,4374,1458,0.29,3.98,0.4,4000,5310,no,1.3275
15870,15390,4404,1500,0.3,3.93,0.39,4000,4460,no,1.115
15870,15420,4386,1464,0.29,3.97,0.4,4000,4680,no,1.17
15870,15270,4380,1470,0.29,3.97,0.39,4000,5050,no,1.2625
15870,15060,4380,1458,0.31,3.97,0.39,4000,5170,no,1.2925
14310,13650,3942,1314,0.3,4.03,0.39,4000,5300,no,1.325
14280,13800,3942,1314,0.3,3.96,0.4,4000,5360,no,1.34
15870,15480,4398,1464,0.31,4.03,0.4,4000,5850,no,1.4625
15870,15360,4386,1458,0.31,3.97,0.4,4000,5470,no,1.3675
15870,15390,4374,1458,0.31,4.05,0.4,4000,5170,no,1.2925
16680,16020,4602,1536,0.29,3.98,0.4,4000,5470,no,1.3675
15900,15270,4374,1458,0.29,3.98,0.4,4000,6300,no,1.575
14280,13590,3954,1314,0.3,3.95,0.38,4000,5380,no,1.345
7140,6840,1998,666,0.3,3.9,0.38,4000,5060,no,1.265
15900,14940,4398,1464,0.29,4.03,0.37,4000,6330,no,1.5825
15930,15030,4386,1464,0.26,4.03,0.39,4000,6310,no,1.5775
15930,15060,4374,1464,0.24,3.97,0.39,4000,5460,no,1.365
16260,14910,4380,1464,0.29,4.04,0.39,4000,5400,no,1.35
16440,15210,4380,1458,0.39,4.04,0.39,4000,5720,no,1.43
16380,15000,4374,1470,0.39,3.97,0.39,4000,6550,no,1.6375
14760,14970,4374,1464,0.45,4.04,0.39,4000,6380,no,1.595
15480,15516,4596,1540,0.34,4.01,0.35,4000,4950,no,1.2375
16050,15275,4390,1455,0.28,4.04,0.4,4000,5370,no,1.3425
15950,15250,4385,1470,0.28,3.96,0.41,4000,4740,no,1.185
15875,15025,4400,1460,0.28,3.96,0.4,4000,5480,no,1.37
15900,15050,4375,1455,0.28,3.98,0.37,4000,4570,no,1.1425
14275,13550,3945,1325,0.29,4.02,0.38,4000,4950,no,1.2375
9550,9050,2640,875,0.28,3.87,0.39,4000,4070,no,1.0175
15875,15025,4380,1455,0.28,3.98,0.39,4000,5190,no,1.2975
15875,15200,4380,1455,0.33,3.98,0.38,4000,5160,no,1.29
17900,16475,4820,1605,0.44,3.92,0.36,4000,4240,no,1.06
8175,15000,4425,1455,0.33,3.95,0.38,4000,5610,no,1.4025
15760,15300,4385,1455,0.39,0,0.4,4000,5300,no,1.325
15960,15240,4450,1455,0.49,0,0.37,4000,4710,no,1.1775
15840,15060,4400,1445,0.68,4,0.39,4000,4430,no,1.1075
17600,16280,4820,1595,0.25,3.99,0.35,4000,4660,no,1.165
16160,15160,4400,1525,0.39,3.95,0.4,4000,5750,no,1.4375
17860,16300,4810,1620,0.39,3.95,0.37,4000,6650,no,1.6625
16260,16720,4815,1575,0.41,3.97,0.36,4000,5590,no,1.3975
4900,4460,1340,470,0.39,3.87,0.4,4000,7190,no,1.7975
15975,15400,4405,1460,0.48,0,0.39,4000,5060,no,1.265
17490,14490,4290,1830,0,0,0.36,4000,6520,no,1.63
17580,14430,4278,1842,0,0,0.4,4000,5760,no,1.44
17430,14460,4260,1830,0,0,0.4,4000,6310,no,1.5775
17430,14460,4278,1836,0,0,0.39,4000,5610,no,1.4025
17430,14580,4266,1830,0,0,0.39,4000,5670,no,1.4175
17490,14520,4284,1824,0,0,0.39,4000,5150,no,1.2875
17460,14460,4272,1836,0,0,0.39,4000,7010,no,1.7525
17460,14490,4290,1836,0,0,0.39,4000,6590,no,1.6475
17430,14550,4266,1830,0,0,0.39,4000,5550,no,1.3875
17430,14580,4266,1836,0,0,0.41,4000,6290,no,1.5725
17460,14580,4266,1830,0,0,0.4,4000,5940,no,1.485
17425,14625,4250,1835,0,0,0.39,4000,5830,no,1.4575
17400,14600,4260,1845,0,0,0.38,4000,6500,no,1.625
17350,14650,4260,1845,0,0,0.4,4000,5440,no,1.36
17375,14700,4255,1830,0,0,0.4,4000,5400,no,1.35
17280,12540,5184,918,0.52,0,0.43,4000,6150,no,1.5375
7160,5340,1820,590,0.66,3.73,0.35,4000,5330,no,1.3325
19600,14580,5000,1240,0.75,3.99,0.39,4000,5410,no,1.3525
17820,13220,4515,1135,0.71,3.98,0.41,4000,6940,no,1.735
19660,14660,4970,1380,0.68,3.92,0.38,4000,5340,no,1.335
19620,14580,4955,1240,0.9,4.02,0.39,4000,5250,no,1.3125
19540,14580,4960,1255,0.9,4.01,0.39,4000,5520,no,1.38
19640,14520,4975,1240,0.9,4.01,0.38,4000,5550,no,1.3875
19680,14540,5015,1245,0.89,3.98,0.37,4000,4200,no,1.05
19680,14540,5010,1240,0.9,3.98,0.36,4000,5000,no,1.25
17560,13300,4505,1125,0.47,4,0.39,4000,5520,no,1.38
17440,13260,4505,1125,0.5,4,0.38,4000,5310,no,1.3275
17480,13220,4490,1165,0.69,3.98,0.37,4000,6210,no,1.5525
17440,13160,4505,1125,1.05,4.05,0.37,4000,6140,no,1.535
17420,13220,4495,1170,0.96,3.97,0.4,4000,5220,no,1.305
17400,13080,4505,1205,0.95,3.94,0.4,4000,6150,no,1.5375
17640,13220,4520,1130,0.96,4.04,0.4,4000,4590,no,1.1475
17500,13240,4500,1120,0.97,4,0.4,4000,4800,no,1.2
17660,13140,4540,1130,0.96,3.97,0.4,4000,4770,no,1.1925
17875,13425,4525,1120,0.62,3.93,0.41,4000,4680,no,1.17
17850,13325,4520,1130,0.88,3.93,0.38,4000,5010,no,1.2525
17875,13475,4510,1120,0.89,4,0.4,4000,5290,no,1.3225
17875,13475,4730,1135,0.85,3.84,0.38,4000,5180,no,1.295
17875,13450,4515,1120,0.89,3.99,0.4,4000,5130,no,1.2825
17875,13225,4540,1130,0.88,3.97,0.38,4000,5560,no,1.39
17850,13250,4540,1125,0.88,3.97,0.38,4000,5480,no,1.37
17875,13350,4510,1135,0.89,3.99,0.38,4000,5300,no,1.325
17850,13425,4540,1130,0.88,3.97,0.38,4000,5300,no,1.325
12400,9660,3395,845,0,6.04,0.37,4000,5920,no,1.48
16660,13180,5620,1130,0.79,2.49,0.32,4000,5760,no,1.44
17100,13000,5650,1135,1.71,2.48,0.3,4000,5660,no,1.415
17080,13040,5675,1120,1.8,2.44,0.29,4000,6520,no,1.63
16900,13080,5610,1140,1.9,2.49,0.29,4000,5080,no,1.27
16920,13060,5645,1125,1.96,2.51,0.28,4000,5470,no,1.3675
17040,13160,5660,1155,1.22,2.47,0.29,4000,4820,no,1.205
17080,12980,5610,1135,1.45,2.49,0.3,4000,5440,no,1.36
17180,12920,5670,1145,1.28,2.47,0.3,4000,5970,no,1.4925
17180,12840,5660,1185,1.78,2.45,0.34,4000,5890,no,1.4725
18700,14080,6200,1240,1.4,2.5,0.3,4000,6070,no,1.5175
16400,12975,5675,1120,1.03,2.5,1.65,4000,6090,no,1.5225
18300,13100,5630,1130,1.48,2.51,1.81,4000,5580,no,1.395
16400,12775,5630,1135,1.63,2.54,1.65,4000,6740,no,1.685
1647,1246,565,113,1,2.5,0.39,4000,6600,no,1.65
16425,12875,5650,1130,1.77,2.54,1.66,4000,6640,no,1.66
16375,13050,5630,1135,1.77,2.51,1.66,4000,5290,no,1.3225
16525,12925,5665,1135,1.47,2.53,1.66,4000,6220,no,1.555
18390,14320,6210,1250,0.98,2.52,0.32,4000,5810,no,1.4525
18410,14330,6205,1245,1.12,2.52,0.32,4000,5900,no,1.475
1666,1251,565,113,0.97,2.5,0.39,4000,5550,no,1.3875
18440,14280,6220,1245,1.4,2.52,0.34,4000,6300,no,1.575
17550,12240,5304,1326,0.8,4.95,0.36,4000,4690,no,1.1725
17790,12300,5268,1326,0.83,4.97,0.37,4000,4600,no,1.15
17875,11975,5265,1315,0.87,5.05,0.36,4000,4630,no,1.1575
17600,12125,5300,1315,0.81,4.9,0.38,4000,5790,no,1.4475
3600,2475,1055,265,0.37,4.85,0.31,4000,4480,no,1.12
17790,12330,5295,1340,0.38,5,0.35,4000,5400,no,1.35
10380,7540,2935,730,0.44,0,0.34,4000,6690,no,1.6725
17670,12720,4260,1830,0.54,4.07,0.37,4000,5720,no,1.43
17610,12750,4260,1836,0.49,4.07,0.35,4000,5550,no,1.3875
17625,12700,4285,1840,0.36,3.98,0.37,4000,5650,no,1.4125
14800,10875,3640,1555,0.49,4,0.34,4000,6350,no,1.5875
17425,12800,4265,1825,0.57,4.01,0.35,4000,4310,no,1.0775
17425,12750,4265,1825,0.54,4.01,0.35,4000,4620,no,1.155
1740,1219,427,183,0.24,4,0.42,4000,5200,no,1.3
10450,7700,2560,1095,0.45,3.94,0.37,4000,5400,no,1.35
13925,10150,3415,1460,0.46,4.02,0.37,4000,4820,no,1.205
17500,13125,4270,1830,0.45,4,0.36,4000,5060,no,1.265
15725,11550,3845,1650,0.48,4,0.37,4000,4970,no,1.2425
17425,12775,4270,1825,0.43,4,0.37,4000,4900,no,1.225
17450,12700,4270,1840,0.41,3.99,0.36,4000,4860,no,1.215
3500,2550,850,370,0.4,3.93,0.35,4000,4200,no,1.05
3475,2575,850,365,0.4,3.95,0.34,4000,5310,no,1.3275
18325,13225,4515,1920,0.6,3.98,0.34,4000,4910,no,1.2275
17450,12825,4270,1825,0.67,4,0.36,4000,5060,no,1.265
17425,12750,4265,1830,0.65,4,0.36,4000,4650,no,1.1625
17240,12600,4275,1840,0.2,3.97,0.34,4000,5130,no,1.2825
17425,12650,4250,1815,0.38,4.06,0.36,4000,4630,no,1.1575
17580,13000,4285,1815,0.49,3.97,0.4,4000,4650,no,1.1625
1740,1369,427,183,0,3,0.45,4000,4720,no,1.18
17550,13590,4884,1224,0.29,0,0.37,4000,4380,no,1.095
17280,13620,4878,1218,0.54,0,0.36,4000,7000,no,1.75
12360,9480,3408,852,0.7,0,0.39,4000,5740,no,1.435
6090,4710,1710,426,0.7,0,0.35,4000,5280,no,1.32
17400,13440,4872,1224,0.66,0,0.37,4000,6730,no,1.6825
7860,6150,2202,552,0.62,0,0.36,4000,7900,no,1.975
10500,8250,2922,732,0.47,0,0.38,4000,7560,no,1.89
14010,11070,3906,978,0.49,0,0.37,4000,7300,no,1.825
2640,2070,738,186,0.43,0,0.31,4000,4980,no,1.245
17550,13530,4884,1224,0.51,0,0.33,4000,6470,no,1.6175
10440,8190,2922,732,0.49,0,0.38,4000,5390,no,1.3475
17460,13530,4884,1218,0.61,0,0.37,4000,4890,no,1.2225
17460,13650,4878,1218,0.49,0,0.35,4000,6110,no,1.5275
17400,13590,4884,1224,0.54,0,0.34,4000,5840,no,1.46
17430,13680,4872,1218,0.54,0,0.35,4000,6920,no,1.73
17430,13710,4872,1218,0.51,0,0.32,4000,6730,no,1.6825
17520,13860,4878,1218,0.41,0,0.33,4000,5590,no,1.3975
6960,5400,1950,486,0.49,0,0.36,4000,6500,no,1.625
17460,13440,4884,1218,0.59,0,0.32,4000,6410,no,1.6025
17460,13440,4872,1218,0.64,0,0.31,4000,6030,no,1.5075
17490,13440,4890,1224,0.59,0,0.31,4000,7630,no,1.9075
8730,6750,2442,612,0.56,0,0.32,4000,7400,no,1.85
11460,8880,3216,798,0.6,0,0.34,4000,4470,no,1.1175
17460,13530,4872,1218,0.64,0,0.37,4000,5730,no,1.4325
17460,13440,4872,1218,0.59,0,0.38,4000,6330,no,1.5825
17490,13410,4884,1218,0.61,0,0.36,4000,6260,no,1.565
15660,12210,4428,1104,0.6,0,0.35,4000,5160,no,1.29
6960,5460,1956,486,0.74,0,0.29,4000,6200,no,1.55
17430,13440,4884,1212,0.57,0,0.32,4000,8780,no,2.195
12175,9450,3425,850,0.48,0,0.38,4000,5520,no,1.38
17425,13650,4880,1230,0.52,0,0.36,4000,6320,no,1.58
17575,13625,4890,1220,0.52,0,0.37,4000,6930,no,1.7325
17500,13725,4880,1215,0.57,0,0.37,4000,6680,no,1.67
19150,15125,5365,1340,0.56,0,0.37,4000,5980,no,1.495
19200,14950,5380,1340,0.58,0,0.37,4000,6070,no,1.5175
19100,14900,5365,1355,0.59,0,0.37,4000,5280,no,1.32
19125,15150,5365,1355,0.56,0,0.37,4000,5470,no,1.3675
19250,15075,5375,1355,0.48,0,0.36,4000,6350,no,1.5875
15650,12150,4395,1095,0.57,0,0.36,4000,7060,no,1.765
18400,14250,5130,1280,0.58,0,0.32,4000,6250,no,1.5625
13975,10925,3905,975,0.56,0,0.36,4000,5520,no,1.38
10425,8175,2925,730,0.53,0,0.35,4000,5670,no,1.4175
19150,15000,5365,1340,0.67,0,0.35,4000,6450,no,1.6125
14925,11600,4170,1040,0.6,0,0.34,4000,6090,no,1.5225
17450,13500,4880,1215,0.53,0,0.38,4000,5990,no,1.4975
13925,10700,3910,985,0.58,0,0.38,4000,5710,no,1.4275
12175,9400,3415,850,0.57,0,0.37,4000,5550,no,1.3875
6950,5325,1950,485,0.52,0,0.36,4000,6450,no,1.6125
6100,4700,1705,425,0.55,0,0.36,4000,6160,no,1.54
8825,6675,2445,605,0.64,0,0.38,4000,5750,no,1.4375
9575,7350,2690,675,0.58,0,0.37,4000,6780,no,1.695
14100,10750,3920,975,0.63,0,0.37,4000,6370,no,1.5925
9575,7350,2685,675,0.61,0,0.38,4000,5830,no,1.4575
18275,14350,5135,1280,0.47,0,0.34,4000,5910,no,1.4775
17450,13625,4890,1215,0.46,0,0.34,4000,5780,no,1.445
13950,10725,3900,975,0.48,0,0.35,4000,6000,no,1.5
17625,13525,4875,1220,0.48,0,0.36,4000,6240,no,1.56
12200,9500,3415,855,0.36,0,0.35,4000,6890,no,1.7225
12175,9600,3415,850,0.39,0,0.35,4000,6880,no,1.72
17475,13625,4900,1230,0.38,0,0.35,4000,6900,no,1.725
7000,5425,1950,485,0.4,0,0.35,4000,5180,no,1.295
17425,13725,4900,1215,0.44,0,0.35,4000,6350,no,1.5875
17425,13800,4880,1215,0.43,0,0.36,4000,5920,no,1.48
17450,13800,4900,1215,0.44,0,0.37,4000,6880,no,1.72
17400,13625,4875,1225,0.32,0,0.35,4000,6360,no,1.59
17425,13950,4880,1215,0.4,0,0.38,4000,6460,no,1.615
17400,13800,4900,1215,0.52,0,0.38,4000,5810,no,1.4525
17400,14125,4890,1215,0.49,0,0.39,4000,5440,no,1.36
17625,13800,4880,1215,0.53,0,0.38,4000,7000,no,1.75
12225,9775,3420,855,0.48,0,0.37,4000,5450,no,1.3625
12175,9650,3430,850,0.57,0,0.37,4000,5570,no,1.3925
17425,13575,4875,1215,0.49,0,0.37,4000,6160,no,1.54
17450,13825,4895,1215,0.52,0,0.37,4000,5000,no,1.25
17375,13675,4890,1220,0.52,0,0.37,4000,5800,no,1.45
13900,10975,3900,975,0.48,0,0.36,4000,5330,no,1.3325
15700,12200,4390,1095,0.55,0,0.37,4000,6270,no,1.5675
17375,13675,4900,1220,0.33,0,0.38,4000,4800,no,1.2
17425,13775,4875,1215,0.45,0,0.38,4000,5540,no,1.385
17425,13725,4890,1230,0.52,0,0.38,4000,5890,no,1.4725
17575,13750,4900,1215,0.52,0,0.38,4000,5540,no,1.385
17400,13825,4885,1230,0.54,0,0.38,4000,6470,no,1.6175
17425,13775,4880,1225,0.52,0,0.38,4000,5540,no,1.385
17375,13700,4895,1215,0.49,0,0.38,4000,6650,no,1.6625
17400,13675,4875,1215,0.62,0,0.38,4000,5270,no,1.3175
17475,13800,4895,1215,0.64,0,0.38,4000,4630,no,1.1575
17425,13525,4880,1220,0.68,0,0.38,4000,5960,no,1.49
13900,10975,3900,975,0.7,0,0.38,4000,4990,no,1.2475
17425,13700,4895,1215,0.67,0,0.38,4000,5670,no,1.4175
17375,13725,4875,1215,0.51,0,0.37,4000,5580,no,1.395
17550,13525,4890,1215,0.52,0,0.36,4000,5490,no,1.3725
17600,13575,4875,1220,0.48,0,0.35,4000,5860,no,1.465
17650,13525,4880,1215,0.48,0,0.34,4000,5930,no,1.4825
17425,13550,4910,1215,0.51,0,0.34,4000,5250,no,1.3125
17425,13600,4875,1215,0.4,0,0.34,4000,5150,no,1.2875
17475,13550,4900,1215,0.41,0,0.34,4000,5750,no,1.4375
17425,13650,4885,1215,0.51,0,0.35,4000,5630,no,1.4075
17375,13575,4885,1215,0.53,0,0.35,4000,6140,no,1.535
17425,13500,4875,1215,0.62,0,0.34,4000,6520,no,1.63
17550,13475,4895,1225,0.62,0,0.33,4000,6060,no,1.515
17525,13525,4890,1220,0.57,0,0.35,4000,6660,no,1.665
17450,13700,4875,1215,0.59,0,0.33,4000,5200,no,1.3
12350,9550,3415,850,0.57,0,0.35,4000,6010,no,1.5025
15825,12400,4390,1095,0.58,0,0.36,4000,6360,no,1.59
11450,8725,3170,790,0.59,0,0.36,4000,6910,no,1.7275
17450,13375,4880,1215,0.57,0,0.36,4000,6240,no,1.56
17400,13675,4875,1215,0.53,0,0.37,4000,6530,no,1.6325
17450,13700,4880,1215,0.54,0,0.37,4000,6480,no,1.62
17450,14025,4895,1230,0.54,0,0.38,4000,5980,no,1.495
17475,13925,4925,1215,0.57,0,0.38,4000,5780,no,1.445
6975,5425,1960,490,0.4,0,0.35,4000,4570,no,1.1425
8725,6700,2435,610,0.41,0,0.35,4000,6040,no,1.51
7000,5425,1955,485,0.48,0,0.36,4000,4900,no,1.225
6975,5450,1955,490,0.48,0,0.36,4000,4950,no,1.2375
12200,9650,3415,850,0.48,0,0.38,4000,4520,no,1.13
15700,12125,4405,1100,0.58,0,0.36,4000,4830,no,1.2075
15700,12150,4390,1095,0.65,0,0.37,4000,4940,no,1.235
15650,12700,4395,1095,0.73,0,0.37,4000,4140,no,1.035
8700,6750,2460,610,0.79,0,0.35,4000,5290,no,1.3225
13925,10825,3900,980,0.78,0,0.34,4000,4860,no,1.215
17280,13720,4950,1225,0.24,0,0.34,4000,6350,no,1.5875
17400,13760,4885,1220,0.41,0,0.37,4000,5840,no,1.46
17360,13720,4885,1225,0.25,0,0.37,4000,5830,no,1.4575
10400,8240,2935,730,0.3,0,0.35,4000,5470,no,1.3675
17360,13880,4880,1220,0.39,0,0.37,4000,6590,no,1.6475
17360,13920,4880,1220,0.41,0,0.34,4000,6730,no,1.6825
17380,13820,4870,1205,0.35,0,0.36,4000,6080,no,1.52
8680,6940,2450,610,0.33,0,0.34,4000,6620,no,1.655
17360,13720,5045,1235,0.29,0,0.34,4000,6300,no,1.575
12180,9760,3400,860,0.4,0,0.36,4000,6110,no,1.5275
17360,13760,4875,1220,0.39,0,0.33,4000,6310,no,1.5775
17540,13500,4920,1230,0.49,0,0.36,4000,5930,no,1.4825
7000,5400,1990,640,0.34,0,0.33,4000,5810,no,1.4525
8740,6820,2425,615,0.66,0,0.35,4000,5080,no,1.27
12220,9480,3445,850,0.65,0,0.36,4000,5440,no,1.36
18500,14400,5140,1280,0.38,0,0.38,4000,6720,no,1.68
17640,13520,4980,1215,0.41,0,0.38,4000,6680,no,1.67
17560,13520,4980,1215,0.41,0,0.37,4000,4880,no,1.22
11340,8780,3210,795,0.7,0,0.37,4000,8340,no,2.085
5280,4200,1460,430,0.67,0,0.34,4000,4720,no,1.18
17440,13500,4885,1220,0.48,0,0.36,4000,6670,no,1.6675
17400,13675,4875,1225,0.43,0,0.36,4000,6380,no,1.595
17425,13625,4880,1220,0.43,0,0.36,4000,6730,no,1.6825
17425,13800,4880,1210,0.39,0,0.36,4000,6470,no,1.6175
17550,13575,4875,1210,0.46,0,0.36,4000,5820,no,1.455
17675,13625,4875,1220,0.43,0,0.34,4000,7290,no,1.8225
17450,13625,4880,1205,0.46,0,0.36,4000,7060,no,1.765
13075,10050,3655,925,0.52,0,0.34,4000,7740,no,1.935
17425,13600,4890,1225,0.46,0,0.33,4000,6970,no,1.7425
8775,6825,2430,615,0.39,0,0.38,4000,4690,no,1.1725
7025,5550,1945,485,0.41,0,0.36,4000,5230,no,1.3075
10550,8200,2910,725,0.47,0,0.36,4000,3970,yes,0.9925
1740,1317,488,122,0.29,0,0.4,4000,4540,no,1.135
17300,13620,4885,1220,0.39,0,0.34,4000,6450,no,1.6125
13920,10860,3875,975,0.41,0,0.34,4000,6490,no,1.6225
17440,13740,4890,1210,0.41,0,0.37,4000,6360,no,1.59
9600,7560,2680,660,0.42,0,0.38,4000,6380,no,1.595
14020,10920,3925,970,0.49,0,0.34,4000,6890,no,1.7225
12220,9600,3405,860,0.56,0,0.38,4000,6800,no,1.7
14040,11370,4164,1464,0,0,0.36,4000,7360,no,1.84
14130,11370,3408,1470,0,0,0.42,4000,5610,no,1.4025
13980,11460,4158,1458,0,0,0.37,4000,7950,no,1.9875
10380,8580,3138,1098,0,0,0.37,4000,7800,no,1.95
17610,14370,5202,1818,0,0,0.36,4000,7650,no,1.9125
17280,14310,4290,1836,0,0,0.39,4000,6250,no,1.5625
13920,11460,3408,1470,0,0,0.42,4000,6910,no,1.7275
8730,7110,2142,918,0,0,0.4,4000,7000,no,1.75
13950,11490,3414,1452,0,0,0.37,4000,6580,no,1.645
15720,12690,3834,1638,0,0,0.38,4000,6450,no,1.6125
15720,12690,3840,1644,0,0,0.35,4000,6150,no,1.5375
15690,12810,3834,1644,0,0,0.38,4000,5550,no,1.3875
1740,1374,427,183,0,0,0.44,4000,6480,no,1.62
12250,9775,2990,1275,0,0,0.37,4000,6710,no,1.6775
17500,14225,5795,1825,0,0,0.32,4000,7810,no,1.9525
17450,14225,5210,1825,0,0,0.32,4000,7590,no,1.8975
17425,14225,4275,1825,0,0,0.35,4000,6530,no,1.6325
17425,14100,4270,1845,0,0,0.36,4000,7540,no,1.885
13925,11375,4355,1475,0,0,0.31,4000,8980,no,2.245
17425,14175,5450,1825,0,0,0.3,4000,9250,no,2.3125
17450,14200,5445,1830,0,0,0.3,4000,9020,no,2.255
17450,14250,4275,1830,0,0,0.34,4000,7640,no,1.91
17450,14300,4265,1840,0,0,0.34,4000,7470,no,1.8675
13975,11325,3415,1470,0,0,0.34,4000,8420,no,2.105
17400,14125,4290,1825,0,0,0.35,4000,7960,no,1.99
17400,14300,4285,1845,0,0,0.36,4000,5390,no,1.3475
17550,14375,4310,1830,0,0,0.36,4000,5820,no,1.455
17400,14425,4300,1830,0,0,0.41,4000,4700,no,1.175
12200,10150,2985,1280,0,0,0.39,4000,6640,no,1.66
8825,7200,2135,910,0,0,0.38,4000,5900,no,1.475
14000,11420,3400,1470,0,0,0.39,4000,6120,no,1.53
17375,14600,4260,1815,0,0,0.4,4000,6110,no,1.5275
14075,11450,3405,1505,0,0,0.38,4000,5190,no,1.2975
8720,7260,2205,940,0,0,0.42,4000,6700,no,1.675
10400,8560,2580,1095,0,0,0.41,4000,5690,no,1.4225
8720,7240,2130,910,0,0,0.42,4000,7490,no,1.8725
17580,14760,4280,1840,0,0,0.42,4000,6280,no,1.57
8760,6990,2136,906,0,0,0.4,4000,6390,no,1.5975
15850,12325,3840,1650,0,0,0.41,4000,6190,no,1.5475
15775,12325,3885,1650,0,0,0.41,4000,6080,no,1.52
17600,13825,4270,1835,0,0,0.41,4000,6160,no,1.54
15725,12300,3840,1650,0,0,0.41,4000,6170,no,1.5425
17675,13950,4265,1825,0,0,0.41,4000,5650,no,1.4125
17675,13950,4265,1825,0,0,0.41,4000,6250,no,1.5625
17525,13825,4275,1830,0,0,0.41,4000,6270,no,1.5675
17475,13825,4265,1825,0,0,0.4,4000,6030,no,1.5075
6125,4975,1500,645,0,0,0.41,4000,6420,no,1.605
17550,13750,4265,1825,0,0,0.41,4000,6370,no,1.5925
17625,13725,4265,1825,0,0,0.39,4000,6210,no,1.5525
17425,13825,4275,1825,0,0,0.41,4000,6720,no,1.68
17450,13875,4270,1825,0,0,0.41,4000,6160,no,1.54
17600,13875,4280,1825,0,0,0.42,4000,5810,no,1.4525
17475,13725,4265,1825,0,0,0.4,4000,5660,no,1.415
16625,13225,4055,1745,0,0,0.42,4000,6380,no,1.595
17450,13875,4270,1845,0,0,0.4,4000,6380,no,1.595
12200,9725,2995,1285,0,0,0.41,4000,6030,no,1.5075
17550,13825,4290,1830,0,0,0.4,4000,5980,no,1.495
10500,8325,2560,1100,0,0,0.41,4000,5400,no,1.35
10525,8350,2565,1095,0,0,0.4,4000,6120,no,1.53
10475,8400,2560,1100,0,0,0.41,4000,5640,no,1.41
10475,8275,2560,1095,0,0,0.42,4000,6470,no,1.6175
17600,14000,4270,1825,0,0,0.42,4000,6510,no,1.6275
17500,13900,4275,1835,0,0,0.4,4000,6740,no,1.685
17600,14150,4265,1845,0,0,0.4,4000,5720,no,1.43
17750,14250,4265,1825,0,0,0.41,4000,7120,no,1.78
17400,13650,4285,1830,0,0,0.39,4000,6670,no,1.6675
17350,13775,4265,1830,0,0,0.39,4000,6440,no,1.61
17475,13825,4270,1830,0,0,0.37,4000,6700,no,1.675
17500,13775,4265,1825,0,0,0.38,4000,7010,no,1.7525
17425,13925,4265,1845,0,0,0.38,4000,6500,no,1.625
10480,8320,2710,1140,0,0,0.38,4000,6030,no,1.5075
15600,12400,3880,1675,0,0,0.39,4000,6980,no,1.745
10520,8560,2550,1100,0,0,0.41,4000,5200,no,1.3
17600,13600,4265,1815,0,0,0.42,4000,5450,no,1.3625
17600,13640,4240,1820,0,0,0.42,4000,7230,no,1.8075
18180,14660,4475,1925,0,0,0.42,4000,6760,no,1.69
18240,14620,4495,1895,0,0,0.41,4000,6930,no,1.7325
13380,10590,4368,0,0.3,4.03,0.43,4000,5520,no,1.38
11190,8910,3666,0,0.3,4.04,0.43,4000,5320,no,1.33
11125,8850,3665,0,0.32,4.04,0.43,4000,6000,no,1.5
12875,10200,4245,0,0.27,3.96,0.37,4000,5770,no,1.4425
13725,10900,4510,0,0.3,3.99,0.37,4000,5560,no,1.39
13650,10850,4510,0,0.3,3.99,0.39,4000,5390,no,1.3475
11975,9475,3955,0,0.47,4.05,0.44,4000,3840,yes,0.96
17200,13550,5640,0,0.48,3.97,0.44,4000,4480,no,1.12
17225,13500,5640,0,0.41,4.04,0.44,4000,4310,no,1.0775
13675,10825,4510,0,0.34,3.99,0.44,4000,4800,no,1.2
17150,13575,5635,0,0.41,3.98,0.46,4000,4510,no,1.1275
17150,13575,5635,0,0.41,3.98,0.46,4000,4360,no,1.09
6850,5500,2260,0,0.52,3.89,0.44,4000,4320,no,1.08
17125,13750,5640,0,0.43,3.97,0.45,4000,4600,no,1.15
15400,12575,5080,0,0.52,4.02,0.44,4000,5380,no,1.345
17100,13650,5635,0,0.53,4.05,0.44,4000,4880,no,1.22
9425,7450,3100,0,0.47,4,0.39,4000,4660,no,1.165
17150,13525,5640,0,0.46,3.97,0.4,4000,4940,no,1.235
17125,13525,5650,0,0.48,4.04,0.4,4000,4510,no,1.1275
17150,13425,5635,0,0.53,3.98,0.4,4000,4390,no,1.0975
8550,6750,2835,0,0.48,3.95,0.39,4000,5060,no,1.265
17125,13450,5670,0,0.51,3.95,0.4,4000,4290,no,1.0725
10275,8025,3400,0,0.51,4,0.36,4000,4490,no,1.1225
17125,13475,5690,0,0.51,3.94,0.43,4000,4360,no,1.09
18880,14820,6210,0,0.39,4.01,0.38,4000,5400,no,1.35
10280,7980,3380,0,0.41,3.99,0.42,4000,4550,no,1.1375
12020,9620,3960,0,0.35,3.94,0.44,4000,4930,no,1.2325
14640,11500,4780,0,0.44,3.95,0.44,4000,4740,no,1.185
17200,13620,5650,0,0.41,3.98,0.41,4000,4580,no,1.145
1686,1290,564,0,0.68,4,0.48,4000,6690,no,1.6725
11800,9480,3940,0,0.42,4.04,0.45,4000,5420,no,1.355
16600,13360,5650,0,0.37,4,0.34,4000,5320,no,1.33
13460,10720,4475,0,0.45,4.07,0.46,4000,4700,no,1.175
10960,8960,3655,0,0.44,3.94,0.46,4000,5050,no,1.2625
17310,13650,4692,1182,0.2,4.02,0.42,4000,5510,no,1.3775
